Date,Open,High,Low,Close,Adj Close,Volume,EWM20,Change Open,Change High,Change Low,Change Close,Change EWM20,Change Volume,L14,H14,%K,%D,%J,EWM12,EWM26,MACD,MACDS,MACDO,CCI,RSI
2014-09-17,465.864013671875,468.1740112304688,452.4219970703125,457.3340148925781,457.3340148925781,21056800,457.3340148925781,,,,,,,,,,,,457.3340148925781,457.3340148925781,0.0,0.0,0.0,,
2014-09-18,456.8599853515625,456.8599853515625,413.10400390625,424.4400024414063,424.4400024414063,34483200,440.06465835571294,-9.0040283203125,-11.31402587890625,-39.3179931640625,-32.894012451171875,-17.26935653686519,13426400.0,,,,,,439.51642481486,440.2544315044696,-0.7380066896096196,-0.4100037164497886,-0.3280029731598309,,
2014-09-19,424.1029968261719,427.8349914550781,384.5320129394531,394.7959899902344,394.7959899902344,37919700,423.4422747177645,-32.756988525390625,-29.02499389648437,-28.571990966796875,-29.644012451171875,-16.622383637948417,3436500.0,,,,,,422.0620287747636,423.921654834249,-1.859626059485436,-1.0041112340873486,-0.8555148253980871,,
2014-09-20,394.6730041503906,423.2959899902344,389.8829956054688,408.9039916992188,408.9039916992188,36863600,419.2452971917436,-29.42999267578125,-4.53900146484375,5.350982666015625,14.108001708984377,-4.19697752602093,-1056100.0,,,,,,417.9085506921527,419.72337248726,-1.814821795107321,-1.2787421829423526,-0.536079612164968,,
2014-09-21,408.0849914550781,412.4259948730469,393.1809997558594,398.8210144042969,398.8210144042969,26580100,414.3048369923341,13.4119873046875,-10.8699951171875,3.298004150390625,-10.082977294921877,-4.940460199409472,-10283500.0,,,,,,412.72253530115137,414.8760294339773,-2.1534941328258697,-1.5389611113941366,-0.614533021431733,,
2014-09-22,399.1000061035156,406.9159851074219,397.1300048828125,402.1520080566406,402.1520080566406,24127600,411.7411451965656,-8.9849853515625,-5.510009765625,3.949005126953125,3.33099365234375,-2.563691795768534,-2452500.0,,,,,,410.1533410673633,412.32750943525065,-2.1741683678873187,-1.7111375947440537,-0.463030773143265,,
2014-09-23,402.0920104980469,441.5570068359375,396.1969909667969,435.7909851074219,435.7909851074219,45099500,416.2883746466328,2.99200439453125,34.641021728515625,-0.933013916015625,33.63897705078125,4.547229450067221,20971900.0,,,,,,415.8742916356305,416.5003669521128,-0.626075316482229,-1.4365372789435158,0.8104619624612868,,
2014-09-24,435.7510070800781,436.1119995117188,421.1319885253906,423.2049865722656,423.2049865722656,30627700,417.483945772501,33.65899658203125,-5.44500732421875,24.93499755859375,-12.58599853515625,1.1955711258681845,-14471800.0,,,,,,417.4040946801271,417.5806473021684,-0.1765526220412994,-1.1337392718731885,0.9571866498318892,,
2014-09-25,423.156005859375,423.5199890136719,409.4679870605469,411.5740051269531,411.5740051269531,26814400,416.5359623947542,-12.595001220703123,-12.592010498046877,-11.66400146484375,-11.6309814453125,-0.947983377746766,-3813300.0,,,,,,416.2506954562828,416.69033106836406,-0.439635612081247,-0.9733978829952372,0.5337622709139902,,
2014-09-26,411.4289855957031,414.93798828125,400.0090026855469,404.4249877929688,404.4249877929688,21460800,414.7121545593119,-11.727020263671877,-8.582000732421875,-9.458984375,-7.149017333984375,-1.823807835442324,-5353600.0,,,,,,414.0097284500799,414.9978330711175,-0.9881046210376212,-0.976693046041703,-0.0114115749959181,,
2014-09-27,403.5559997558594,406.62298583984375,397.37200927734375,399.5199890136719,399.5199890136719,15029300,412.5443415399148,-7.87298583984375,-8.31500244140625,-2.636993408203125,-4.904998779296875,-2.167813019397101,-6431500.0,,,,,,411.35845550551176,412.99035179347874,-1.6318962879669812,-1.1200477715855133,-0.5118485163814679,,
2014-09-28,399.4710083007813,401.0169982910156,374.3320007324219,377.1809997558594,377.1809997558594,23613300,407.7268587438835,-4.084991455078125,-5.605987548828125,-23.040008544921875,-22.3389892578125,-4.8174827960313,8584000.0,,,,,,405.2818160730114,408.5906086687693,-3.308792595757893,-1.5900983674040865,-1.7186942283538067,,
2014-09-29,376.9280090332031,385.21099853515625,372.239990234375,375.4670104980469,375.4670104980469,32497700,403.5052049844712,-22.542999267578125,-15.805999755859377,-2.092010498046875,-1.7139892578125,-4.221653759412277,8884400.0,,,,,,400.1048331761472,404.71018511769046,-4.605351941543233,-2.2282307827696783,-2.377121158773555,,
2014-09-30,376.0880126953125,390.97698974609375,373.4429931640625,386.9440002441406,386.9440002441406,34707300,401.4124937785617,-0.839996337890625,5.7659912109375,1.2030029296875,11.47698974609375,-2.092711205909495,2209600.0,372.239990234375,468.1740112304688,15.32721119900139,,,397.86396352963897,402.7148311251727,-4.850867595533714,-2.7768883607905392,-2.0739792347431747,,
2014-10-01,387.427001953125,391.3789978027344,380.7799987792969,383.614990234375,383.614990234375,26229400,399.2314443989599,11.3389892578125,0.402008056640625,7.337005615234375,-3.329010009765625,-2.181049379601859,-8477900.0,372.239990234375,456.8599853515625,13.442449369380286,,,395.47701656877217,400.6486961995965,-5.171679630824315,-3.273313004163805,-1.8983666266605093,,31.461697343776365
2014-10-02,383.9880065917969,385.49700927734375,372.9460144042969,375.0719909667969,375.0719909667969,21777700,396.34945739609617,-3.438995361328125,-5.881988525390625,-7.833984375,-8.542999267578125,-2.881987002863696,-4451700.0,372.239990234375,441.5570068359375,4.085577930597259,10.951746166326313,,392.1049252035013,397.9731627246275,-5.868237521126275,-3.807329125075986,-2.060908396050289,,35.852649147070125
2014-10-03,375.1809997558594,377.6950073242188,357.8590087890625,359.5119934082031,359.5119934082031,30901200,392.05831856212313,-8.8070068359375,-7.802001953125,-15.087005615234377,-15.55999755859375,-4.2911388339730365,9123500.0,357.8590087890625,441.5570068359375,1.9749392550761755,6.500988851684574,,386.779459029445,394.0690181626505,-7.289559133205444,-4.51981897174162,-2.769740161463824,,39.00083108374995
2014-10-04,359.8919982910156,364.4869995117188,325.885986328125,328.8659973144531,328.8659973144531,47236500,384.85031599648585,-15.28900146484375,-13.2080078125,-31.9730224609375,-30.64599609375,-7.208002565637287,16335300.0,325.885986328125,441.5570068359375,2.576281399822917,2.878932861832117,6.777222626614335,377.4062753177615,387.6270746591047,-10.220799341343138,-5.680931794770435,-4.539867546572703,,27.38169672309992
2014-10-05,328.9159851074219,341.8009948730469,289.2959899902344,320.510009765625,320.510009765625,83308096,377.6469821713161,-30.97601318359375,-22.686004638671875,-36.58999633789063,-8.355987548828125,-7.20333382516975,36071596.0,289.2959899902344,441.5570068359375,20.5003358193923,8.350518824763798,5.910146846093497,368.2708242543748,381.1560184267045,-12.885194172329705,-7.142852771939971,-5.7423414003897335,,27.65159729425382
2014-10-06,320.3890075683594,345.1340026855469,302.5599975585937,330.0790100097656,330.0790100097656,79011800,372.4089971892123,-8.5269775390625,3.3330078125,13.264007568359377,9.569000244140623,-5.2379849821037965,-4296296.0,289.2959899902344,441.5570068359375,26.78493869567388,16.620518638296364,9.283323441630758,362.1795372073609,376.3390683087935,-14.159531101432606,-8.562556507507562,-5.596974593925044,-124.18671023666512,30.13893481514323
2014-10-07,330.5840148925781,339.2470092773437,320.48199462890625,336.18701171875,336.18701171875,49199900,368.47885598394816,10.19500732421875,-5.886993408203125,17.9219970703125,6.108001708984375,-3.930141205264136,-29811900.0,289.2959899902344,436.1119995117188,31.93862977297024,26.407968096012137,17.126335186357434,358.05721236927,372.6275218602403,-14.570309490970317,-9.775292620553262,-4.795016870417054,-104.83377822452732,17.642548549219
2014-10-08,336.1159973144531,354.364013671875,327.18798828125,352.94000244140625,352.94000244140625,54736300,366.8149357587955,5.531982421875,15.11700439453125,6.70599365234375,16.75299072265625,-1.6639202251526513,5536400.0,289.2959899902344,423.5199890136719,47.416269008688,35.37994582577736,26.136144186695287,357.2494775942589,370.84047718477854,-13.59099959051963,-10.544106862370144,-3.0468927281494853,-72.5129069187562,27.775350675520585
